iso_name,rx_name,ref_name,fold,titer,month,infection,num_result,variant
Alpha,CP,Trinite21,1.2,203.0,1,infected,1,Alpha
B.1,CP,Trinite21,1.1,222.0,1,infected,1,B.1
Alpha,CP,Trinite21,0.6,446.0,1,infected,1,Alpha
B.1,CP,Trinite21,0.7,347.0,1,infected,1,B.1
Alpha,CP,Trinite21,0.5,923.0,1,infected,1,Alpha
B.1,CP,Trinite21,0.7,690.0,1,infected,1,B.1
Alpha,CP,Trinite21,0.8,717.0,1,infected,1,Alpha
B.1,CP,Trinite21,1.2,489.0,1,infected,1,B.1
Alpha,CP,Trinite21,1.0,675.0,1,infected,1,Alpha
B.1,CP,Trinite21,0.7,1020.0,1,infected,1,B.1
Alpha,CP,Trinite21,3.7,203.0,1,infected,1,Alpha
B.1,CP,Trinite21,0.5,1495.0,1,infected,1,B.1
Alpha,CP,Trinite21,0.7,1530.0,1,infected,1,Alpha
B.1,CP,Trinite21,0.7,1354.0,1,infected,1,B.1
Alpha,CP,Trinite21,1.1,1254.0,1,infected,1,Alpha
B.1,CP,Trinite21,0.9,1627.0,1,infected,1,B.1
Alpha,CP,Trinite21,0.6,3239.0,1,infected,1,Alpha
B.1,CP,Trinite21,0.4,4606.0,1,infected,1,B.1
Alpha,CP,Trinite21,0.9,3982.0,1,infected,1,Alpha
B.1,CP,Trinite21,0.9,4075.0,1,infected,1,B.1
Alpha,CP,Trinite21,0.3,12647.0,1,infected,1,Alpha
B.1,CP,Trinite21,0.8,4501.0,1,infected,1,B.1
Alpha,CP,Trinite21,1.1,4044.0,1,infected,1,Alpha
B.1,CP,Trinite21,0.8,5126.0,1,infected,1,B.1
Alpha,CP,Trinite21,1.1,6499.0,1,infected,1,Alpha
B.1,CP,Trinite21,0.9,7691.0,1,infected,1,B.1
Alpha,CP,Trinite21,1.3,7750.0,1,infected,1,Alpha
B.1,CP,Trinite21,1.2,8176.0,1,infected,1,B.1
Alpha,CP,Trinite21,2.7,4677.0,1,infected,1,Alpha
B.1,CP,Trinite21,0.9,14186.0,1,infected,1,B.1
Alpha,CP,Trinite21,0.2,460.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.2,331.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,0.4,493.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.4,579.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,0.6,380.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.5,439.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,0.7,450.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.6,579.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,0.7,549.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.4,843.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,0.3,1255.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.3,1398.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,0.5,1053.0,>=2,infected,1,Alpha
Alpha,CP,Trinite21,1.2,11818.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,1.0,14267.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,0.7,3224.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.3,6887.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,0.5,3787.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.4,4415.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,0.4,2409.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.3,3534.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,0.7,817.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.4,1218.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,0.3,1366.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.5,836.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,0.1,2830.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.1,4766.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,0.5,206.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.3,346.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,0.4,12130.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.4,11674.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,2.5,1973.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,1.0,4690.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,0.6,2916.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.4,4514.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,1.1,1486.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.4,4055.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,0.7,1772.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.5,2247.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,1.3,751.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.5,1800.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,1.4,1667.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,1.0,2318.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,3.0,4766.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,1.3,11078.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,3.9,3103.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,1.8,6834.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,1.6,5514.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,1.0,8668.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,3.9,1974.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,1.5,5068.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,0.7,8028.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.9,6428.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,1.9,2214.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,1.3,3199.0,>=2,infected,1,B.1
Alpha,CP,Trinite21,1.2,3055.0,>=2,infected,1,Alpha
B.1,CP,Trinite21,0.3,10419.0,>=2,infected,1,B.1
Alpha,CP,Turner21,1.0,10.0,1,infected,1,Alpha
Beta,CP,Turner21,1.0,10.0,1,infected,1,Beta
Alpha,CP,Turner21,1.0,10.0,1,infected,1,Alpha
Beta,CP,Turner21,1.0,10.0,1,infected,1,Beta
Alpha,CP,Turner21,1.0,10.0,1,infected,1,Alpha
Beta,CP,Turner21,1.0,10.0,1,infected,1,Beta
Alpha,CP,Turner21,1.0,10.0,1,infected,1,Alpha
Beta,CP,Turner21,1.0,10.0,1,infected,1,Beta
Alpha,CP,Turner21,1.0,10.0,1,infected,1,Alpha
Beta,CP,Turner21,1.0,10.0,1,infected,1,Beta
Alpha,CP,Turner21,1.0,10.0,1,infected,1,Alpha
Beta,CP,Turner21,1.0,10.0,1,infected,1,Beta
Alpha,CP,Turner21,1.0,10.0,1,infected,1,Alpha
Beta,CP,Turner21,0.5,22.0,1,infected,1,Beta
Alpha,CP,Turner21,1.0,10.0,1,infected,1,Alpha
Beta,CP,Turner21,1.0,10.0,1,infected,1,Beta
Alpha,CP,Turner21,1.0,10.0,1,infected,1,Alpha
Beta,CP,Turner21,1.0,10.0,1,infected,1,Beta
Alpha,CP,Turner21,1.0,10.0,1,infected,1,Alpha
Beta,CP,Turner21,1.0,10.0,1,infected,1,Beta
Alpha,CP,Turner21,1.0,10.0,1,infected,1,Alpha
Beta,CP,Turner21,1.0,10.0,1,infected,1,Beta
Alpha,CP,Turner21,1.0,10.0,1,infected,1,Alpha
Beta,CP,Turner21,0.5,21.0,1,infected,1,Beta
Alpha,CP,Turner21,1.0,10.0,1,infected,1,Alpha
Beta,CP,Turner21,1.0,10.0,1,infected,1,Beta
Alpha,CP,Turner21,1.0,10.0,1,infected,1,Alpha
Beta,CP,Turner21,1.0,10.0,1,infected,1,Beta
Alpha,CP,Turner21,1.0,10.0,1,infected,1,Alpha
Beta,CP,Turner21,1.0,10.0,1,infected,1,Beta
Alpha,CP,Turner21,0.4,28.0,1,infected,1,Alpha
Beta,CP,Turner21,1.0,10.0,1,infected,1,Beta
Alpha,CP,Turner21,2.1,10.0,1,infected,1,Alpha
Beta,CP,Turner21,0.5,45.0,1,infected,1,Beta
Alpha,CP,Turner21,4.5,10.0,1,infected,1,Alpha
Beta,CP,Turner21,4.5,10.0,1,infected,1,Beta
Alpha,CP,Uriu21,2.8,2801.0,1,infected,1,Alpha
Beta,CP,Uriu21,5.7,1365.0,1,infected,1,Beta
Gamma,CP,Uriu21,2.9,2697.0,1,infected,1,Gamma
Delta,CP,Uriu21,1.6,5039.0,1,infected,1,Delta
Epsilon,CP,Uriu21,2.2,3613.0,1,infected,1,Epsilon
Lambda,CP,Uriu21,1.8,4442.0,1,infected,1,Lambda
Mu,CP,Uriu21,9.3,844.0,1,infected,1,Mu
Alpha,CP,Uriu21,3.2,158.0,>=2,infected,1,Alpha
Beta,CP,Uriu21,25.0,20.0,>=2,infected,1,Beta
Gamma,CP,Uriu21,3.8,131.0,>=2,infected,1,Gamma
Delta,CP,Uriu21,5.4,92.0,>=2,infected,1,Delta
Epsilon,CP,Uriu21,2.5,200.0,>=2,infected,1,Epsilon
Lambda,CP,Uriu21,3.1,163.0,>=2,infected,1,Lambda
Mu,CP,Uriu21,25.0,20.0,>=2,infected,1,Mu
Alpha,CP,Uriu21,0.8,370.0,1,infected,1,Alpha
Beta,CP,Uriu21,2.5,117.0,1,infected,1,Beta
Gamma,CP,Uriu21,3.1,95.0,1,infected,1,Gamma
Delta,CP,Uriu21,1.3,222.0,1,infected,1,Delta
Epsilon,CP,Uriu21,1.1,260.0,1,infected,1,Epsilon
Lambda,CP,Uriu21,1.8,159.0,1,infected,1,Lambda
Mu,CP,Uriu21,6.7,44.0,1,infected,1,Mu
Alpha,CP,Uriu21,1.8,890.0,>=2,infected,1,Alpha
Beta,CP,Uriu21,11.6,139.0,>=2,infected,1,Beta
Gamma,CP,Uriu21,6.3,256.0,>=2,infected,1,Gamma
Delta,CP,Uriu21,3.3,482.0,>=2,infected,1,Delta
Epsilon,CP,Uriu21,2.5,640.0,>=2,infected,1,Epsilon
Lambda,CP,Uriu21,3.9,414.0,>=2,infected,1,Lambda
Mu,CP,Uriu21,17.1,94.0,>=2,infected,1,Mu
Alpha,CP,Uriu21,3.7,193.0,1,infected,1,Alpha
Beta,CP,Uriu21,11.4,63.0,1,infected,1,Beta
Gamma,CP,Uriu21,4.3,166.0,1,infected,1,Gamma
Delta,CP,Uriu21,7.3,98.0,1,infected,1,Delta
Epsilon,CP,Uriu21,5.0,145.0,1,infected,1,Epsilon
Lambda,CP,Uriu21,2.9,247.0,1,infected,1,Lambda
Mu,CP,Uriu21,35.9,20.0,1,infected,1,Mu
Alpha,CP,Uriu21,2.3,340.0,1,infected,1,Alpha
Beta,CP,Uriu21,9.2,84.0,1,infected,1,Beta
Gamma,CP,Uriu21,5.0,155.0,1,infected,1,Gamma
Delta,CP,Uriu21,4.0,194.0,1,infected,1,Delta
Epsilon,CP,Uriu21,2.1,362.0,1,infected,1,Epsilon
Lambda,CP,Uriu21,3.6,217.0,1,infected,1,Lambda
Mu,CP,Uriu21,7.3,106.0,1,infected,1,Mu
Alpha,CP,Uriu21,3.5,235.0,1,infected,1,Alpha
Beta,CP,Uriu21,4.3,194.0,1,infected,1,Beta
Gamma,CP,Uriu21,2.2,376.0,1,infected,1,Gamma
Delta,CP,Uriu21,4.2,199.0,1,infected,1,Delta
Epsilon,CP,Uriu21,2.1,404.0,1,infected,1,Epsilon
Lambda,CP,Uriu21,4.8,174.0,1,infected,1,Lambda
Mu,CP,Uriu21,18.1,46.0,1,infected,1,Mu
Alpha,CP,Uriu21,2.9,893.0,1,infected,1,Alpha
Beta,CP,Uriu21,8.1,320.0,1,infected,1,Beta
Gamma,CP,Uriu21,4.8,537.0,1,infected,1,Gamma
Delta,CP,Uriu21,5.1,503.0,1,infected,1,Delta
Epsilon,CP,Uriu21,4.1,624.0,1,infected,1,Epsilon
Lambda,CP,Uriu21,5.3,489.0,1,infected,1,Lambda
Mu,CP,Uriu21,9.9,260.0,1,infected,1,Mu
Alpha,CP,Virtanen21,0.5,120.0,1,infected,1,Alpha
Beta,CP,Virtanen21,6.0,10.0,1,infected,1,Beta
Alpha,CP,Virtanen21,0.5,960.0,1,infected,1,Alpha
Beta,CP,Virtanen21,48.0,10.0,1,infected,1,Beta
Alpha,CP,Virtanen21,2.0,60.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,12.0,10.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,0.3,30.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,1.0,10.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,0.2,60.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,1.0,10.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,2.0,480.0,1,infected,1,Alpha
Beta,CP,Virtanen21,16.0,60.0,1,infected,1,Beta
Alpha,CP,Virtanen21,2.0,960.0,1,infected,1,Alpha
Beta,CP,Virtanen21,4.0,480.0,1,infected,1,Beta
Alpha,CP,Virtanen21,1.0,120.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,2.0,60.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,4.0,480.0,1,infected,1,Alpha
Beta,CP,Virtanen21,8.0,240.0,1,infected,1,Beta
Alpha,CP,Virtanen21,1.0,120.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,4.0,30.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,4.0,480.0,1,infected,1,Alpha
Beta,CP,Virtanen21,32.0,60.0,1,infected,1,Beta
Alpha,CP,Virtanen21,0.5,960.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,4.0,120.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,2.0,3840.0,1,infected,1,Alpha
Beta,CP,Virtanen21,16.0,480.0,1,infected,1,Beta
Alpha,CP,Virtanen21,1.0,240.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,4.0,60.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,2.0,480.0,1,infected,1,Alpha
Beta,CP,Virtanen21,8.0,120.0,1,infected,1,Beta
Alpha,CP,Virtanen21,0.5,120.0,1,infected,1,Alpha
Beta,CP,Virtanen21,6.0,10.0,1,infected,1,Beta
Alpha,CP,Virtanen21,0.5,120.0,1,infected,1,Alpha
Beta,CP,Virtanen21,6.0,10.0,1,infected,1,Beta
Alpha,CP,Virtanen21,0.5,240.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,2.0,60.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,1.0,240.0,1,infected,1,Alpha
Beta,CP,Virtanen21,2.0,120.0,1,infected,1,Beta
Alpha,CP,Virtanen21,0.3,480.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,12.0,10.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,1.0,60.0,1,infected,1,Alpha
Beta,CP,Virtanen21,6.0,10.0,1,infected,1,Beta
Alpha,CP,Virtanen21,0.5,240.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,4.0,30.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,0.3,240.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,6.0,10.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,2.0,60.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,12.0,10.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,2.0,60.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,4.0,30.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,4.0,120.0,1,infected,1,Alpha
Beta,CP,Virtanen21,16.0,30.0,1,infected,1,Beta
Alpha,CP,Virtanen21,0.5,60.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,3.0,10.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,1.0,120.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,12.0,10.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,1.0,120.0,1,infected,1,Alpha
Beta,CP,Virtanen21,12.0,10.0,1,infected,1,Beta
Alpha,CP,Virtanen21,1.0,960.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,4.0,240.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,2.0,1920.0,1,infected,1,Alpha
Beta,CP,Virtanen21,8.0,480.0,1,infected,1,Beta
Alpha,CP,Virtanen21,1.0,240.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,24.0,10.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,1.0,480.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,8.0,60.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,2.0,480.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,8.0,120.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,0.3,30.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,1.0,10.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,0.1,120.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,1.0,10.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,1.0,120.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,12.0,10.0,>=2,infected,1,Beta
Alpha,CP,Virtanen21,2.0,120.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,24.0,10.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,1.0,30.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.5,60.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,3.0,10.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,1.0,60.0,1,infected,1,B.1
Alpha,CP,Virtanen21,0.5,120.0,1,infected,1,Alpha
Beta,CP,Virtanen21,6.0,10.0,1,infected,1,Beta
B.1,CP,Virtanen21,0.3,960.0,1,infected,1,B.1
Alpha,CP,Virtanen21,0.5,480.0,1,infected,1,Alpha
Beta,CP,Virtanen21,2.0,120.0,1,infected,1,Beta
B.1,CP,Virtanen21,0.5,240.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.5,240.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,2.0,60.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.3,7680.0,1,infected,1,B.1
Alpha,CP,Virtanen21,0.5,3840.0,1,infected,1,Alpha
Beta,CP,Virtanen21,4.0,480.0,1,infected,1,Beta
B.1,CP,Virtanen21,2.0,480.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,1.0,960.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,8.0,120.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.3,1920.0,1,infected,1,B.1
Alpha,CP,Virtanen21,1.0,480.0,1,infected,1,Alpha
Beta,CP,Virtanen21,8.0,60.0,1,infected,1,Beta
B.1,CP,Virtanen21,0.5,120.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.5,120.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,2.0,30.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.3,1920.0,1,infected,1,B.1
Alpha,CP,Virtanen21,1.0,480.0,1,infected,1,Alpha
Beta,CP,Virtanen21,2.0,240.0,1,infected,1,Beta
B.1,CP,Virtanen21,0.5,120.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.5,120.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,1.0,60.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.3,1920.0,1,infected,1,B.1
Alpha,CP,Virtanen21,0.5,960.0,1,infected,1,Alpha
Beta,CP,Virtanen21,1.0,480.0,1,infected,1,Beta
B.1,CP,Virtanen21,0.1,960.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.3,480.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,1.0,120.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.5,480.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.5,480.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,4.0,60.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.5,240.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.5,240.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,12.0,10.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.5,3840.0,1,infected,1,B.1
Alpha,CP,Virtanen21,1.0,1920.0,1,infected,1,Alpha
Beta,CP,Virtanen21,4.0,480.0,1,infected,1,Beta
B.1,CP,Virtanen21,0.5,960.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.5,960.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,2.0,240.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.5,120.0,1,infected,1,B.1
Alpha,CP,Virtanen21,0.5,120.0,1,infected,1,Alpha
Beta,CP,Virtanen21,6.0,10.0,1,infected,1,Beta
B.1,CP,Virtanen21,0.5,120.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.5,120.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,6.0,10.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.3,960.0,1,infected,1,B.1
Alpha,CP,Virtanen21,0.5,480.0,1,infected,1,Alpha
Beta,CP,Virtanen21,4.0,60.0,1,infected,1,Beta
B.1,CP,Virtanen21,0.5,240.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,1.0,120.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,12.0,10.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.3,120.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.3,120.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,3.0,10.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.3,120.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.5,60.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,3.0,10.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,1.0,10.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.3,30.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,1.0,10.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,1.0,10.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.3,30.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,1.0,10.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.2,60.0,1,infected,1,B.1
Alpha,CP,Virtanen21,0.2,60.0,1,infected,1,Alpha
Beta,CP,Virtanen21,1.0,10.0,1,infected,1,Beta
B.1,CP,Virtanen21,0.2,60.0,1,infected,1,B.1
Alpha,CP,Virtanen21,0.1,120.0,1,infected,1,Alpha
Beta,CP,Virtanen21,1.0,10.0,1,infected,1,Beta
B.1,CP,Virtanen21,1.0,10.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.1,120.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,1.0,10.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.5,60.0,1,infected,1,B.1
Alpha,CP,Virtanen21,0.3,120.0,1,infected,1,Alpha
Beta,CP,Virtanen21,3.0,10.0,1,infected,1,Beta
B.1,CP,Virtanen21,1.0,120.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.5,240.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,2.0,60.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.5,240.0,1,infected,1,B.1
Alpha,CP,Virtanen21,0.5,240.0,1,infected,1,Alpha
Beta,CP,Virtanen21,1.0,120.0,1,infected,1,Beta
B.1,CP,Virtanen21,3.0,10.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.5,60.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,3.0,10.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.3,120.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.1,480.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,3.0,10.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.3,480.0,1,infected,1,B.1
Alpha,CP,Virtanen21,0.1,960.0,1,infected,1,Alpha
Beta,CP,Virtanen21,12.0,10.0,1,infected,1,Beta
B.1,CP,Virtanen21,0.5,120.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.3,240.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,2.0,30.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.5,60.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,0.1,240.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,3.0,10.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.5,120.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,1.0,60.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,6.0,10.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.5,120.0,>=2,infected,1,B.1
Alpha,CP,Virtanen21,1.0,60.0,>=2,infected,1,Alpha
Beta,CP,Virtanen21,2.0,30.0,>=2,infected,1,Beta
B.1,CP,Virtanen21,0.1,480.0,1,infected,1,B.1
Alpha,CP,Virtanen21,0.5,120.0,1,infected,1,Alpha
Beta,CP,Virtanen21,2.0,30.0,1,infected,1,Beta
Gamma,CP,Wang21d,2.4,399.0,1,infected,1,Gamma
Gamma,CP,Wang21d,53.0,230.0,1,infected,1,Gamma
Gamma,CP,Wang21d,1.2,2165.0,1,infected,1,Gamma
Gamma,CP,Wang21d,3.4,261.0,1,infected,1,Gamma
Gamma,CP,Wang21d,8.2,595.0,1,infected,1,Gamma
Gamma,CP,Wang21d,1.3,827.0,1,infected,1,Gamma
Gamma,CP,Wang21d,2.2,2288.0,1,infected,1,Gamma
Gamma,CP,Wang21d,1.9,195.0,1,infected,1,Gamma
Gamma,CP,Wang21d,9.1,256.0,1,infected,1,Gamma
Gamma,CP,Wang21d,5.4,179.0,1,infected,1,Gamma
Gamma,CP,Wang21d,4.8,303.0,1,infected,1,Gamma
Gamma,CP,Wang21d,1.0,4207.0,1,infected,1,Gamma
Gamma,CP,Wang21d,2.4,365.0,1,infected,1,Gamma
Gamma,CP,Wang21d,2.1,340.0,1,infected,1,Gamma
Gamma,CP,Wang21d,7.3,466.0,1,infected,1,Gamma
Gamma,CP,Wang21d,2.5,457.0,1,infected,1,Gamma
Gamma,CP,Wang21d,1.1,2792.0,1,infected,1,Gamma
Gamma,CP,Wang21d,1.7,604.0,1,infected,1,Gamma
Gamma,CP,Wang21d,2.1,425.0,1,infected,1,Gamma
Gamma,CP,Wang21d,9.9,225.0,1,infected,1,Gamma
Gamma,CP,Wang21d,0.6,1110.0,1,infected,1,Gamma
Gamma,CP,Wang21d,1.1,166.0,1,infected,1,Gamma
Gamma,CP,Wang21d,1.1,1361.0,1,infected,1,Gamma
Gamma,CP,Wang21d,1.3,1018.0,1,infected,1,Gamma
Gamma,CP,Wang21d,1.9,1005.0,1,infected,1,Gamma
Gamma,CP,Wang21d,0.9,1495.0,1,infected,1,Gamma
Gamma,CP,Wang21d,5.1,460.0,1,infected,1,Gamma
Gamma,CP,Wang21d,1.5,1044.0,1,infected,1,Gamma
Gamma,CP,Wang21d,4.8,533.0,1,infected,1,Gamma
Gamma,CP,Wang21d,17.6,626.0,1,infected,1,Gamma
Gamma,CP,Wang21d,0.7,4275.0,1,infected,1,Gamma
Gamma,CP,Wang21d,1.3,2184.0,1,infected,1,Gamma
Gamma,CP,Wang21d,6.2,726.0,1,infected,1,Gamma
Gamma,CP,Wang21d,0.5,15407.0,1,infected,1,Gamma
